ID,Question,科学计数法,图形的初步认识,等差数列,代数意义,绝对值,找规律,其他,反比例函数,勾股定理,非负性,分类讨论,数轴,一元二次方程,一元一次方程,不等式与不等式组,三角形,混合运算,几何,锐角三角函数,图表题,最值问题,数形结合,函数,相似,面积问题,求值问题,二次函数,参数问题,实数,多项式,整式,代入求值,一次函数,有理数,方程与方程组,倒数,整式的加减,动点问题,四边形,平面直角坐标系,分式,整式的乘除与分解因式,相交线与平行线,等比数列,投影与视图,幂的计算,添括号去括号,全等三角形,证明题,轴对称,平方根,立方根,二次方程,二次根式,旋转,二元一次方程组,单项式,恒等变换,数列,圆,合并同类项,相反数
73,求1+2+2^2+2^3+ldots +2^2012的值，可令S=1+2+2^2+2^3+ldots +2^2012，则2S=2+2^2+2^3+2^4+ldots +2^2013，因此2S-S=2^2013-1．仿照以上推理，计算出1+5+5^2+5^3+ldots +5^2012的值为(　　)。5^2012-1 5^2013-1 frac5^2013-14 frac5^2012-14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,"计算：(1)( a+2b )^2=
(2)(-8a+11b)^2=
(3)(-2x-3y)^2=
(4)(x+2)^2(x-2)^2=．。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,"计算  
(1)(-1)^3times (-5)div [(-3)^2+2times (-5)]  
(2)-1^4-(1-0.5)times frac13times [4-(-2)^3]．。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,我县某地2016年元旦的最高气温为7，最低气温为-2，那么该地这天的最高气温比最低气温高(　　)。-9    -5    5    9   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,"下列结论：  
①若关于x的方程ax+b=0( ane 0 )的解是x=1，则a+b=0；  
②若b=2a，则关于x的方程ax+b=0( ane 0 )的解为x=-frac12；  
③若a+b=1，且ane 0，则x=1一定是方程ax+b=1的解．  
其中正确的结论是(　　)。①② ②③ ①③ ①②③",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,"如图，二次函数y=ax^2+bx+c的图象的顶点在第一象限，且过点( 0，1 )和( -1，0 )．  
下列结论：①ab  
。2个 3个 4个 5个",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
79,已知有理数ab  0，且|a|=2，|b|=3，求|a-frac23|div 2b的值．。,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,已知ab^2  0，且|a|=1，|b|=2，求|a-frac13|+(b-1)^2的值．。,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,下列各组数中，互为相反数的是(　　)。2与| -2 |    -1与( -1 )^2    ( -1 )^2与1    2与frac12  ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
82,下列各组数中，互为相反数的是(　　)。2与frac12  ( -1 )^2与1   -1与( -1 )^2  2与| -2 |  ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
83,该厂实行每周计件工资制，每生产一辆车可得30元，若超额完成任务，则超过部分每辆另奖20元；少生产一辆扣15元，那么该厂工人这一周的工资总额是多少元？。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,2019年4月10日，人类首张黑洞照片面世，该黑洞位于室女座一个巨椭圆星系M87的中心，距离地球约5500万光年．将数据5500万用科学记数法表示为(　　)。5500times 10^4 55times 10^6 5.5times 10^7 5.5times 10^8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,据报道，人类首张黑洞照片于北京时间2019年4月10日于全球六地同步发布，该黑洞位于室女座一个巨椭圆星系M87的中心，距离地球5500万光年．其中5500万用科学记数法表示为(　　)。55times 10^6 5.5times 10^6 0.55times 10^8 5.5times 10^7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,在爬行过程中，如果每爬1厘米奖励一粒芝麻，则蜗牛一共得到多少粒芝麻．。,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,在爬行过程中，如果每爬行1厘米奖励两粒芝麻，则小虫一共得到多少粒芝麻？。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,由以上探索猜想对于任何有理数x，| x+6 |+| x-3 |是否有最小值？如果有，写出最小值；如果没有，说明理由．。,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,由以上探索猜想对于任何有理数x，|x+6| + |x-3|是否有最小值？如果有，写出最小值；如果没有，说明理由．。,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,下列各对数互为相反数的是(　　)。-( -8 )与+( +8 ) -( -8 )与+| -8 | | -8 |与-| 8 | -| -8 |与+( -8 ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
91,下列各对数中，互为相反数的是(　　)。+(-8)和-8    -(-8)和-|-8|   -(-8)和| +8 |    -( +8 )和-|-8|  ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
92,"（I）请你在数轴上表示下列有理数：-frac12， | -2.5 |，-2^2，-( -4 )   

（II）将上列各数用“   ．。",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,"(1)在数轴上把下列各数表示出来:  
-|-2.5|，-(-2frac12)，(-1)^100，-2^2   

(2)将上列各数用“  .。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,已知a、b互为相反数，c、d互为倒数，| m |=3，求fraca+bm-cd+m的值．。,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
95,"已知：a,b互为相反数，c与-d互为倒数，| m |=2，则fraca+bm-cd+m^3=．。",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
96,在数轴上表示-2的点与表示3的点之间的距离是(　　)。5 -5 1 -1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,"如图，数轴上表示-2的点A到原点的距离是(　　)  
。-2 2 -frac12 frac12",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,计算：2( sqrt8-1 )+| -3 |-( sqrt3-1 )^0．。,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
99,计算：1+( -2 )+| -2-3 |-5.。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,(3)上星期平均每天借出多少册书？。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,如果|a|=a，下列各式成立的是(　　)。a>0 a  <  0 ageqslant 0 aleqslant 0<br>,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,如果| a |=a，下列各式成立的是(　　)。a>0 a  <  0 ageqslant 0 aleqslant 0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,当1  <  a  <  2时，代数式| a-2 |+| 1-a |的值是(　　)。-1 1  3 -3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,当1  <  a  <  2时，代数式| a-2 |+| 1-a |的值是(　　)。-1 1 3-2a 2a-3<br>,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,计算-3^2的结果是(　　)。9   -9   6   -6  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,(-3)^2等于(　　)。-9   9   -6    6 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,计算：( 2x-5y )^2=．。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,计算：( 5x+1 )( -2x+3 )。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
109,"计算:  
(1)3^0-2^-3+(-3)^2   
(2)-1^2006+(-frac12)^-2-(3.14-pi )^0  
(3)(x+3)^2-(x-1)(x-2)  
(4)(2a+1)^2+(2a+1)(-1+2a)。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
110,"(1)1-(-2)+8+(-3)-(+8)   
(2)-2+2div (-frac12)times 2   
(3)(1-frac16+frac34)div (-frac148)   
(4)-2^2times 5-(-2)^3div 4。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,下列说法正确的是(　　)。不带负号的数都是正数 一个有理数不是正数就是负数 一个有理数不是整数就是分数 非负数包括零和整数,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,下列说法正确的是(　　)。零是正数不是负数 不是正数的数一定是负数 零既是正数也是负数 零既不是正数也不是负数,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,已知x-3y=0，求frac2x+yx^2-2xy+y^2cdot (x-y)的值．。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
114,"已知x+y=5，xy=3． 
(1)求(x-2)(y-2)的值；  
(2)求x^2+4xy+y^2的值．。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
115,"动点P,Q同时从A,C出发，点P以每秒4个单位长度的速度沿数轴向右匀速运动，点Q以每秒2个单位长度的速度沿数轴向左匀速运动，设运动时间为t( t>0 )秒．
①求数轴上点P,Q表示的数(用含t的式子表示)；
②t为何值时，点P,Q相距6个单位长度．。",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,动点P、Q分别从A、C同时出发，点P以每秒2个单位长度的速度沿数轴向右匀速运动，点Q以每秒1个单位长度的速度沿数轴向左匀速运动，设运动时间为t( t>0 )秒，t为何值时，原点O、与P、Q三点中，有一点恰好是另两点所连线段的中点。,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,若该厂工人工资实际计件工资制，按计划每生产1kg茶叶50元，每超产1kg奖10元，每天少生产1kg扣10元，那么该厂工人这一周的工资总额是多少？。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,若该厂工人工资实行每日计件工资制，按计划每生产1kg茶叶50元，若超产，则超产的每千克奖20元；若每天少生产1kg，则扣除10元，那么该厂工人这一周的工资总额是多少？。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,已知3x^2y^m与-x^ny^3是同类项，则m-n=(　　)。5 3 2 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,若-3x^2my^3与2x^4y^n是同类项，则m^n=(　　)。5 6 7 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,用科学记数法表示10300000记作．。,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,用科学记数法表示0.0000907=．。,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,若| x-3 |+( y+2 )^2=0，则xy的值为．。-6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,若| x+2 |+( y-3 )^2=0，则xy=．。-6,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,下列说法错误的是(　　)。直线没有端点   两点之间的所有连线中，线段最短   0.5^circ 等于30分  角的两边越长，角就越大  ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,下列说法中不正确的是(　　)。没有最大的有理数 没有最小的有理数 有最小的正数 有绝对值最小的有理数,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,"如图，已知数轴上点A、B、C所表示的数分别为a、b、c，点C是线段AB的中点，且AB=2，如果原点O的位置在线段AC上，那么| a+b-2c |等于(　　)  
。3   2   1   0 ",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,"如图，C是线段AB的中点，D是线段AC的中点，如果AD=2cm，则AB=
。",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,有下列说法：①有理数与数轴上的点一一对应；②直角三角形的两边长是5和12，则第三边长是13；③近似数1.5万精确到十分位；④无理数是无限小数．其中错误说法的个数有(　　)。4个 3个 2个 1个,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,有下列说法：①有理数和数轴上的点一一对应；②不带根号的数一定是有理数；③负数没有立方根；④-sqrt17是17的平方根．其中正确的有(　　)。0个 1个 2个 3个,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
131,以超市为原点，向东作为正方向，用1个单位长度表示1km，在数轴上表示出小明，小彬，小颖家的位置．。,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,以超市为原点，规定向东为正方向，用1个单位长度表示1千米，你能在数轴上标出小丽家，小华家和小敏家的位置吗？。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,下列各式计算正确的是（　　）。-2+1=3   0+( -1 ) =0 -2times 3=-6   2^3=6  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,下列计算正确的是 （　　）。sqrt2+sqrt3=sqrt5 sqrt12div sqrt3=2 (sqrt5)^-1=sqrt5 (sqrt3-1)^2=2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
135,两件商品都卖84元，其中一件亏本20%，另一件赢利40%，则两件商品卖后(　　)。赢利16.8元   亏本3元   赢利3元   不赢不亏  ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,两件商品都卖50元，其中一件亏本10%，另一件赢利20 %，则两件商品卖出后(　　)。赢利frac259元 亏本10元 赢利15元 不赢不亏,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,"已知：实数a、b在数轴上的位置如图所示，化简：sqrt(a+1)^2+2sqrt(b-1)^2-| a-b |．
。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
138,"实数a,b在数轴上对应点的位置如图所示，化简| a |+sqrt( a+b )^2的 结果是( 　　)
。-2a-b 2a-b -b b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
139,现定义一种新运算“*”，规定a*b=ab+a-b，如1*3=1times 3+1-3，则( -2*5 )*6等于．。-125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,现规定一种新运算：ab=a^b，如32=3^2=9，则(-2)3等于(　　)。-6 6 -8 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,"画出数轴，并在数轴上表示下列各数，再用 “  
-( +4 )，+( -1 )，| -3.5 |，-2.5。",0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,"在数轴上表示下列各数，并用“  
1.5，0，-3，-( -5 )，-| -4 |。",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,用“>”“  -[ +( -0.75 ) ]．。=,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
144,填空：( 567 )_10=()_2。1067 4232 1000110111,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,a与b互为相反数，c与d互为倒数，m的绝对值是5，试求代数式2017( a+b )-3cd+2m^2的值．。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
